,user_id,loneliness_binary,satisfaction_with_life,foodbank,neighbours,close_family_or_friends,community_or_faith_group,worry_about_rent_payment,working_full_time,working_part_time,unemployed,retired,not_working_house_or_child,not_working_sick_or_disabled,student,added_food_listings,imd_decile,added_non_food_listings,msoa_usage,listing_rank,added_comments,added_stories,received_likes_comments,received_likes_stories,received_comments,given_ratings,received_ratings,donated_food_listings,donated_non_food_listings,number_of_conversations,messages_count,max_requests_month,monthly_burstiness,max_requests_month_food,max_requests_month_non_food,imd_score,income_score,employment_score,education_score,health_score,crime_score,barriers_score,living_environment_score,income_deprivation_affecting_children_score,income_deprivation_affecting_older_score,children_young_people_score,adult_skills_score,geographical_barriers_score,wider_barriers_score,indoors_score,outdoors_score,income_decile,employment_decile,education_decile,health_decile,crime_decile,barriers_decile,living_environment_decile,uc_claimants_22_pop,pc_of_pupils_taking_fsm,pct_16to24,pct_25to49,pct_50to64,pct_over65,pop_density,pct_other_lone_parent_children,pct_non_white,closeness_centrality,betweenness_centrality,degree_centrality,clustering,pagerank,dst_bus_coach_ts,dst_bus_coach_stop_street,dst_tram_metro_underground_access,dst_tram_metro_underground_platform,dst_railway_access,Population ,Average population per park or public garden or playing field,Number of flats within built up area,Number of flats in built up area with gardens,Average garden size for flats in built up area,Number of houses within built up area,Number of houses in built up area with gardens,Average garden size for houses in built up area ,embeddedness_score,gender_Female,gender_Male,gender_Non binary/ other,gender_Prefer not to say,illness_No,illness_Prefer not to say,illness_Yes,household_composition_Living on my own (NO children or children have left home),household_composition_Living on my own WITH children under 18,"household_composition_Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)","household_composition_Living with other adults that are non-family members, such as friends/ flatmates",household_composition_Living with partner/ spouse (NO children or children have left home),household_composition_Living with partner/ spouse/ older relative WITH children under 18,neighbourhood_comparison_Better,neighbourhood_comparison_Much better,neighbourhood_comparison_Much worse,neighbourhood_comparison_The same,neighbourhood_comparison_Worse,turn_to_friends_and_family_Not at all,turn_to_friends_and_family_To a large extent,turn_to_friends_and_family_To some extent,pre_payment_Don't know,pre_payment_No,pre_payment_Yes,fuel_security_label_High fuel-security,fuel_security_label_Low fuel-security,fuel_security_label_Marginal fuel-security,fuel_security_label_Very low fuel-security,household_food_security_label_High food-security,household_food_security_label_Low food-security,household_food_security_label_Marginal food-security,household_food_security_label_Very low food-security,house_desc_Buying the house on a mortgage,house_desc_Living in a night shelter/ hostel,house_desc_Living in rented accommodation arranged by the Local Authority,house_desc_Living in rented accommodation from Housing Association,house_desc_Living in student accommodation/ student halls,house_desc_Owning the house outright,house_desc_Renting from private landlord,house_desc_Temporarily living with friends and/ or family while attempting to find permanent accommodation,epc_rating_A,epc_rating_B,epc_rating_C,epc_rating_D,epc_rating_Don't know,epc_rating_E,epc_rating_F,epc_rating_G,worry_about_energy_payment_1 or 2 months,worry_about_energy_payment_Almost every month,worry_about_energy_payment_Never,worry_about_energy_payment_Some months but not every month,"income_range_Less than Â£14,900 p.a.","income_range_More than Â£58,900 p.a.",income_range_Prefer not to say,"income_range_Â£14,901- Â£24,300 p.a.","income_range_Â£24,301- Â£37,900 p.a.","income_range_Â£37,901- Â£58,900 p.a.",isolation_Hardly ever or never,isolation_Often,isolation_Some of the time,lack_companionship_Hardly ever or never,lack_companionship_Often,lack_companionship_Some of the time
458,5040253,0,7,0,0,0,0,3,1,0,0,0,0,0,0,0,8,5,1,3,0,0,0,0,0,2,1,0,5,13,54,3,1,3,0,9.426,0.061,0.041,8.587,-0.865,-0.237,24.233,24.488,0.092,0.074,-0.86,0.283,-0.079,1.884,0.123,0.721,8,9,8,9,7,4,4,0.061410256,0.121813031,7.41025641,35.01282051,19.98717949,16.69230769,4766.634548,13.3,16.8,0.113111236,2.12E-05,0.000183411,0.142857143,1.06E-05,15227.58882,1625.472142,8731.30186,8741.200154,729.6147534,7718,6539.04,471,400,196.09,2517,2498,211.79,2.62E-05,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
459,5123144,1,7,0,0,0,0,2,0,0,0,0,0,0,0,1,3,6,4,4,0,0,0,0,0,25,22,1,3,91,419,10,1.325,5,5,32.105,0.185,0.122,12.519,0.998,0.701,31.402,38.648,0.321,0.302,-0.64,0.32,-0.414,3.882,0.031,1.975,3,3,6,2,2,2,2,0.135331412,0.45236251,15.23919308,44,14.28242075,9.175792507,14963.7193,18,34.2,0.143196841,9.64E-05,0.001398505,0.045653362,3.06E-05,2746.992354,17190.69448,884.958876,863.4089618,971.8812013,8617,18919.9,3754,3050,189.59,357,272,140.63,6.38E-05,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
460,5126184,1,5,0,0,0,0,0,1,0,0,0,0,0,0,2,3,156,3,4,0,0,0,0,0,43,35,1,100,148,373,5,0.884615385,0,5,28.237,0.191,0.092,15.005,-0.27,1.029,37.45,34.624,0.305,0.396,0.021,0.281,-0.953,4.989,-0.175,1.876,3,5,6,7,2,1,2,0.152621466,0.186046512,10.36233873,47.26873456,14.20532528,11.18583585,10347.97852,16.8,41.4,0.164282067,0.000203283,0.002338484,0.043123543,9.99E-05,6645.769008,14335.03227,339.1334161,318.5085257,882.2793805,7234,10810.4,1858,1662,114.54,1155,1137,101.8,0.000100844,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
461,358692,0,6,0,0,0,0,1,0,1,0,0,0,0,0,0,7,17,4,3,0,0,0,0,0,8,5,0,7,21,74,0,0,0,0,11.93,0.083,0.061,3.817,-0.767,-0.202,26.791,25.188,0.09,0.163,-0.487,0.084,-0.508,3.207,-0.225,1.213,6,7,9,9,6,3,4,0.090949423,0.187421384,9.464655427,43.90712807,18.35255841,10.02661934,10150.51159,14.6,26.7,0.151465022,0,0.000504379,0.038961039,9.33E-05,5314.185284,15644.06965,1518.308106,1526.766603,669.8725544,6881,19646.33,2452,2137.13,130.68,771,761,112.76,1.97E-05,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
462,5128675,0,8,0,0,1,0,4,1,0,0,0,0,0,0,82,6,27,2,4,0,0,0,0,0,8,25,162,12,208,433,5,2.666666667,4,1,15.297,0.078,0.063,11.661,-0.734,0.846,26.315,21.85,0.079,0.118,-0.396,0.29,-0.113,2.408,0.101,0.475,7,7,7,9,2,4,5,0.13075578,0.208931419,9.607538372,44.07421799,13.71672819,12.67728774,6571.545047,14.3,20.6,0.152131809,0.000523748,0.002521895,0.014931598,0.000291307,16027.1745,6283.036956,3524.824068,3513.043746,541.5533569,10228,10054.65,3500,1680,245.6,1372,1351,246.73,3.77E-05,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
463,5129754,1,4,0,0,0,0,4,1,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,9,9,0,0,29,111,10,3.760869565,6,5,23.916,0.19,0.13,10.964,-0.238,-0.063,30.575,22.953,0.215,0.307,0.129,0.176,-0.875,4.123,-0.288,1.079,3,3,7,6,6,2,5,0.074701635,0,8.339472521,43.568587,17.41564756,12.34713423,9900.103649,9.8,24.3,0,0,0.000366821,0.041666667,8.72E-06,10115.76492,13291.11279,877.9527468,871.5044402,738.9973974,6857,8377.99,2531,2045,103.09,1111,1098,72.63,1.53E-05,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
464,5137603,1,8,0,0,0,1,1,0,0,0,1,0,0,0,0,3,0,4,4,0,0,0,0,0,10,9,0,0,151,396,32,5.687272727,29,3,28.641,0.224,0.115,20.466,0.049,0.896,28.751,19.208,0.322,0.291,-0.014,0.35,-0.948,3.921,-0.684,1.046,2,4,5,5,2,3,5,0.145636465,0.393333333,9.820270521,45.46044099,13.90587363,8.578840096,8554.837844,20.3,44.8,0,0,0.000550232,0.173913043,8.72E-06,6868.472498,12927.60607,671.1876532,670.334835,1175.314732,10304,35265.49,3832,2190,142.13,767,744,74.78,9.57E-05,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
465,5141703,0,10,1,1,1,0,3,0,0,0,0,0,0,1,201,4,0,4,4,0,0,0,0,0,2,26,115,0,178,598,1,0,0,1,22.8,0.15,0.078,6.927,0.096,0.91,26.883,35.758,0.248,0.335,-0.766,0.252,-1.644,3.807,-0.202,1.99,4,6,8,5,2,3,2,0.098522167,0.161204606,8.777429467,52.53918495,12.05553068,8.669950739,15017.28117,14.8,47.6,0.140046767,8.30E-05,0.001375579,0.029943503,9.36E-05,11974.18963,10977.85233,137.8559424,163.3300335,889.6166736,11039,23797.42,3174,2629,106.35,1413,1408,87.64,4.12E-05,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
466,5145215,0,3,1,0,0,0,4,0,1,0,0,0,0,0,0,2,2,4,4,0,0,0,0,0,30,27,0,1,108,367,10,1.586206897,1,10,37.728,0.225,0.147,13.408,0.286,1.386,42.229,36.541,0.342,0.382,-0.068,0.273,-1.217,5.699,-0.685,2.594,2,3,6,4,1,1,2,0.076325217,0.30428769,22.411804,54.68455887,8.312587285,4.086465481,16509.65958,13.4,40.5,0.164818955,0.001662043,0.002292631,0.010204082,7.08E-05,2904.651213,16248.57319,367.5882344,430.0842323,410.4949707,16174,14399.8,8841,2613,135.13,88,56,45.13,2.34E-05,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
467,5084140,0,8,0,1,1,0,4,0,0,0,0,0,0,0,0,5,0,3,2,0,0,0,0,0,2,2,0,0,6,27,2,0.2,2,0,21.07,0.168,0.094,14.819,-0.398,0.017,29.466,26.726,0.312,0.234,0.274,0.226,-0.654,3.843,-0.879,1.722,3,5,6,7,5,3,4,0.087031452,0.277978339,10.57733735,45.15295131,14.85351142,9.984920293,14102.87952,16.9,32.6,0,0,6.88E-05,0.333333333,8.72E-06,7860.981852,12841.44718,783.0790796,802.3768853,592.1770195,9177,22590.68,5184,3276,78.27,444,436,54.06,2.29E-05,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
468,5151240,0,9,0,0,0,0,3,0,0,0,0,1,0,0,0,6,2,3,4,0,0,0,0,0,20,17,0,2,304,601,93,27.75135135,83,10,16.477,0.116,0.064,12.67,-1.038,0.306,27.917,31.202,0.204,0.185,0.301,0.151,-0.013,2.495,-0.076,1.54,5,7,6,9,4,3,3,0.054110646,0.304187192,8.860480494,42.97994269,14.28256557,12.99316729,11372.15016,12.3,40.3,0.140489722,1.49E-05,0.000985832,0.025470653,1.17E-05,4195.40881,20086.83391,751.9112292,711.5013581,445.4651341,8675,36325.7,3372,1585,282.92,354,330,257.79,2.51E-05,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
469,5151885,0,8,0,1,1,0,1,0,1,0,0,0,0,0,0,6,0,4,3,0,0,0,0,0,2,1,0,0,9,48,3,0.2,2,1,14.252,0.062,0.037,4.658,-1.4,0.391,26.933,53.259,0.197,0.147,-0.38,0.095,-0.315,2.949,0.785,1.958,8,9,9,10,4,3,1,0.045244795,0,35.49803039,38.00787845,10.84974676,7.923466517,13838.7836,6.3,43.2,0,0,0.000137558,0,8.72E-06,1090.025986,19358.56275,234.343455,239.032544,760.2917983,8703,8080.82,4545,1875.89,42.24,96,63,36.66,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
470,5153127,0,6,0,1,0,0,4,0,1,0,0,0,0,0,11,5,26,4,4,0,0,0,0,0,19,13,9,12,73,203,15,4.151515152,13,3,20.451,0.133,0.067,14.097,-0.482,0.177,38.914,31.348,0.186,0.237,-0.094,0.286,-0.737,5.053,0.003,1.464,4,6,6,8,5,1,3,0.135950413,0.08681672,12.07438017,43,14.31404959,10.19834711,9275.440653,19.6,49.1,0.147558952,2.78E-05,0.000917053,0.065552699,2.47E-05,8861.998436,14998.11167,1897.176684,1900.904891,1108.809853,11833,9317.39,3517,2416,216.72,1401,1367,181.9,6.01E-05,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
471,5162584,0,10,0,0,0,0,3,1,0,0,0,0,0,0,4,4,2,4,3,0,0,0,0,0,2,2,4,2,28,57,1,0,0,1,25.663,0.143,0.101,4.736,-0.195,0.869,29.197,51.893,0.187,0.338,-0.555,0.18,-1.403,4.103,0.545,2.31,4,4,9,6,2,3,1,0.060847263,0.164451827,15.59211108,49.43840099,15.16759529,9.321659149,8748.691759,5.9,32.5,0.150756867,3.00E-05,0.0004356,0.01754386,2.63E-05,2019.526692,18749.09864,406.4872379,373.1311093,1035.924781,10782,8185.43,6741,2582.19,28.8,116,48,23.88,7.64E-06,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
472,5163935,0,3,0,0,1,1,2,0,0,0,0,0,1,0,5,6,1,1,3,0,0,0,0,0,3,0,1,1,5,15,1,0,0,1,15.752,0.076,0.06,9.884,-0.513,0.801,23.35,33.419,0.078,0.119,-0.333,0.257,-1.046,3.027,0.266,1.296,7,7,7,8,2,4,3,0.090407754,0.226368159,9.25802139,34.29144385,19.05080214,13.85360963,4682.686357,17.1,30.7,0.117174628,1.09E-05,0.000137558,0.033333333,2.35E-05,8033.723098,15518.79479,1857.394497,1879.894933,1024.693828,6053,9263.65,986,779,177.9,1457,1444,143.81,4.59E-06,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
473,737267,1,3,1,1,0,1,0,0,0,0,0,0,1,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,58,96,20,8.643410853,20,4,23.76,0.143,0.108,32.399,0.089,-0.274,35.204,11.138,0.213,0.142,0.737,0.361,0.572,2.172,-0.283,-0.196,4,4,3,5,7,2,7,0.071595634,0.17097171,7.952182952,32.41943867,20.49116424,19.78950104,505.5056155,14.7,12.5,0,0,9.17E-05,0,8.72E-06,4568.380845,25306.78449,3622.310926,3904.71894,3864.998656,7577,2192.22,769,574.13,373.63,2114,1956,199.83,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
474,5173279,0,7,0,1,1,0,4,1,0,0,0,0,0,0,0,6,26,3,4,0,0,0,0,0,13,11,0,10,166,435,22,16.66666667,0,22,16.432,0.126,0.076,14.269,-0.645,-0.238,24.979,28.377,0.17,0.163,0.229,0.227,-1.428,3.454,0.092,1.119,4,6,6,8,7,4,3,0.118939575,0.285714286,9.063768808,45.08000955,15.22569859,8.598041557,16030.51435,19.7,46.6,0.154040082,0.001151708,0.002888716,0.010986917,9.23E-05,10861.42926,12346.59524,1964.256802,1963.446426,518.7789998,8337,36850.81,2168,1779,112.21,1007,986,81.8,3.17E-05,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
475,5182164,0,8,0,0,0,0,1,1,0,0,0,0,0,0,1,3,9,4,3,0,0,0,0,0,8,6,1,7,27,193,1,0,1,1,30.706,0.228,0.106,14.362,0.122,0.95,35.614,31.775,0.352,0.629,-0.663,0.342,-1.212,4.862,0.175,1.29,2,4,6,5,2,2,3,0.174537634,0.292364367,12.15483871,46.15053763,10.65806452,6.408602151,17375.2345,21.3,72,0.14939042,5.17E-05,0.000733642,0.065524194,3.38E-05,7725.829206,13193.86219,277.867125,235.8660607,1408.381761,11424,10944.44,4076,2766,152.31,409,402,63.99,4.81E-05,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
476,5186575,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,8,2,1,2,0,0,0,0,0,3,3,0,2,6,18,3,1,2,1,8.72,0.048,0.048,2.122,-1.153,0.025,30.654,14.137,0.071,0.068,-1.338,0.183,0.257,2.293,-0.602,0.497,9,8,10,10,5,2,7,0.032760339,0.035122598,9.840558047,27.47882412,22.99451918,20.52815147,948.9865745,9.7,6.5,0.114594416,1.61E-06,0.000114632,0.222222222,1.15E-05,9052.250096,22006.1699,3255.401411,3225.053289,547.179069,8038,2987.52,553,316.92,224.56,2473,2427,372.19,2.55E-05,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
477,5193655,0,7,0,0,0,0,4,1,0,0,0,0,0,0,5,4,48,4,4,1,1,0,2,3,26,22,6,21,106,360,9,1.3,8,3,25.824,0.239,0.128,12.502,-0.208,-0.438,32.704,19.475,0.298,0.428,-0.246,0.285,-0.525,4.163,-0.775,1.115,2,3,6,6,7,2,5,0.079148214,0.121887967,7.980778291,44.4737586,15.80137567,12.91811929,10949.20375,11.5,26.6,0.152832949,0.000278597,0.001444358,0.034579918,4.62E-05,7928.624754,19271.25053,1086.372384,1071.214211,2997.029378,10586,7728.98,2719,1592,154.73,1553,1540,126.85,4.99E-05,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
478,776255,0,5,1,0,0,1,2,0,0,0,0,0,1,0,14,5,8,4,4,7,3,6,4,8,92,64,9,6,297,1037,34,6.833333333,8,26,19.337,0.111,0.073,13.405,-0.313,0.212,29.383,39.464,0.17,0.161,0.267,0.195,-0.306,3.382,0.688,1.09,5,6,6,7,5,3,2,0.089102125,0.236345581,7.950651131,46.07036783,15.84418552,10.02970071,10937.12289,14.7,33.6,0.138513229,0.001005333,0.004080884,0.020575348,7.78E-05,8555.589538,19270.18318,1348.618703,1360.598997,429.6369846,8734,17003.09,2202,1823,208.92,1627,1600,105.44,8.40E-05,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
479,5194166,0,7,0,0,0,1,4,1,0,0,0,0,0,0,1,3,4,4,3,0,0,0,0,0,0,9,4,3,19,67,3,0.666666667,2,1,28.934,0.173,0.112,6.391,0.41,0.602,43.11,32.31,0.181,0.413,-0.525,0.218,-1.212,5.838,-0.187,1.726,3,4,8,4,3,1,3,0.137340469,0.263510848,9.081926719,45.72251956,14.98559078,8.390284068,22222.88999,24.9,59.5,0.144164747,7.20E-06,0.000366821,0.12605042,1.19E-05,4633.075688,13845.76954,2536.189062,2623.489691,558.8150587,12074,32630.74,4677,2765,147.03,545,535,69.67,4.62E-05,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
480,5197616,0,4,0,0,0,0,3,0,0,0,0,0,0,0,5,3,2,4,4,0,0,0,0,0,18,18,1,1,99,399,19,3.902564103,18,1,32.662,0.206,0.134,16.446,0.145,-0.021,58.732,23.239,0.34,0.251,-0.231,0.331,0.736,5.307,-0.576,1.318,2,3,5,5,6,1,4,0.149837134,0.342298289,19.46682668,43.4767701,12.00068575,8.477627293,3649.654429,21.4,51.2,0.128825623,0.000101727,0.001123389,0.06292517,2.67E-05,9391.705851,15256.91091,1760.725892,1758.78016,563.1556524,11431,7794.69,3630,1930,172.06,1352,1331,130.93,7.07E-05,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
481,5198660,1,3,1,0,0,0,3,0,1,0,0,0,0,0,0,5,0,2,3,0,0,0,0,0,3,2,0,0,14,72,3,0.2,2,3,18.879,0.144,0.065,14.397,-0.635,-0.108,37.361,25.388,0.182,0.197,-0.86,0.351,-0.107,4.295,0.081,0.87,4,7,6,8,6,1,4,0.148616331,0.321167883,10.53410773,36.2828835,18.55141783,9.361120601,8755.985616,28.8,72.3,0,0,0.000206337,0,8.72E-06,7072.286724,12696.34505,888.5532775,905.5537555,1892.216593,8833,37415.78,736,407,173.62,2460,2445,168.89,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
482,5143621,0,5,0,0,0,0,3,0,0,0,0,0,0,1,0,4,0,4,3,0,0,0,0,0,1,0,0,0,17,27,7,3,7,0,22.8,0.15,0.078,6.927,0.096,0.91,26.883,35.758,0.248,0.335,-0.766,0.252,-1.644,3.807,-0.202,1.99,4,6,8,5,2,3,2,0.098522167,0.161204606,8.777429467,52.53918495,12.05553068,8.669950739,15017.28117,14.8,47.6,0,0,4.59E-05,0,8.72E-06,11943.30621,11021.21418,116.5488307,138.4961461,887.3822973,11039,23797.42,3174,2629,106.35,1413,1408,87.64,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
483,5206651,0,8,0,0,0,0,1,1,0,0,0,0,0,0,0,7,0,3,4,0,0,0,0,0,5,4,0,0,30,81,6,0.174603175,6,1,11.874,0.079,0.05,4.945,-0.372,0.076,22.918,28.335,0.139,0.15,-0.553,0.186,-0.433,2.319,0.024,1.204,7,8,9,7,5,5,3,0.141615055,0.236111111,9.004287756,42.85373988,16.91281563,9.540257265,9105.331262,20.9,43,0,0,0.000206337,0.291666667,8.72E-06,10956.50035,9568.587526,767.5949126,695.4268862,1723.523438,8459,7485.74,2025,1302,156.42,1465,1451,107.79,6.02E-05,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
484,5207301,1,5,0,0,0,0,3,1,1,0,0,0,0,0,0,2,1,3,4,0,0,0,0,0,9,6,0,1,32,136,5,0.25,3,3,34.204,0.185,0.15,26.326,-0.035,0.823,43.218,33.063,0.17,0.317,-0.094,0.416,-1.452,5.886,0.266,1.272,3,3,4,6,2,1,3,0.188995959,0.264788732,11.46254274,33.7193037,18.48772148,10.8874728,14458.20464,30.5,68.9,0.115235378,2.75E-05,0.000412674,0.062091503,9.35E-06,8582.128731,18248.50896,910.6558938,934.38653,1257.959384,13026,25254.29,3798,3123,109.02,1308,1303,95.17,2.56E-05,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
485,5213128,0,7,0,1,1,0,1,1,0,0,0,0,0,0,2,4,9,4,4,0,0,0,0,0,19,12,1,9,46,184,7,1.357142857,3,4,23.435,0.127,0.1,5.496,0.081,0.743,28.254,41.466,0.122,0.235,-0.387,0.166,-0.496,3.459,0.409,1.716,4,4,9,5,2,3,2,0.10293514,0.211090107,7.594417077,43.89367816,16.03037767,10.5090312,8986.239604,18.8,37.9,0.145469636,4.55E-05,0.000779495,0.046345811,1.94E-05,9600.771388,15476.44396,2001.358746,1978.183396,683.776671,9856,41771.91,2697,2133,157.37,1547,1523,126.65,3.61E-05,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
